email,razao_social,nome_fantasia,cnpj,uf,municipio,situacao_cadastral,exemplo_produto_licitado
vendasembacom@gmail.com,EMBACOM LTDA,EMBACOM,47156456000109,MG,Ipatinga,Ativa,REGISTRO DE PREÇOS PARA FUTURO E EVENTUAL FORNECIMENTO PARCELADO DE MATERIAIS GRÁFICOS PARA ATENDIMENTO DAS DEMANDAS DAS
imprintgraficaecopiadora@gmail.com,J.D.GOMES GRAFICA LTDA,IMPRINT GRAFICA E COPIADORA,29953180000108,MG,Uberlândia,Ativa,REGISTRO DE PREÇOS PARA FUTURO E EVENTUAL FORNECIMENTO PARCELADO DE MATERIAIS GRÁFICOS PARA ATENDIMENTO DAS DEMANDAS DAS
luucas.horta@hotmail.com,LUCAS HORTA SERVICOS MEDICOS LTDA,HORTA E CHAGAS SERVICOS MEDICOS,42091062000104,MG,Alfenas,Ativa,CREDENCIAMENTO DE PESSOAS JURÍDICAS PARA A PRESTAÇÃO DE SERVIÇOS MÉDICOS NAS ESPECIALIDADES MÉDICAS NO MUNICÍPIO DE ALFE
simonipublicidade@gmail.com,MARCELO SIMONI,SIMONI INDUSTRIA GRAFICA,37652289000133,RS,Tapejara,Ativa,REGISTRO DE PREÇOS PARA FUTURO E EVENTUAL FORNECIMENTO PARCELADO DE MATERIAIS GRÁFICOS PARA ATENDIMENTO DAS DEMANDAS DAS
clickfinanceiro21@gmail.com,RICA TECH SERVICOS DIGITAIS LTDA,RICA TECH,60871961000101,MG,Sabará,Ativa,REGISTRO DE PREÇOS PARA FUTURO E EVENTUAL FORNECIMENTO PARCELADO DE MATERIAIS GRÁFICOS PARA ATENDIMENTO DAS DEMANDAS DAS
solucoesempresariaisperfil@gmail.com,PERFIL SOLUCOES EMPRESARIAIS LTDA,PERFIL SOLUCOES,39685763000159,RJ,Campos dos Goytacazes,Ativa,REGISTRO DE PREÇOS PARA FUTURO E EVENTUAL FORNECIMENTO PARCELADO DE MATERIAIS GRÁFICOS PARA ATENDIMENTO DAS DEMANDAS DAS
kramer.emp@gmail.com,KRAMER EMPREENDIMENTOS LTDA,KRAMER EMPREENDIMENTOS,18875459000102,GO,Formosa,Ativa,"EMPENHO REFERENTE A DESPESA COM AQUISIÇÃO DE MATERIAL DESCARTÁVEL, EMBALAGENS E CONGÊNERES PARA ATENDER AS DEMANDAS DO F"
systtem@systtem.com.br,SUDESTE SERVICOS GERAIS LTDA,,22652918000158,ES,Serra,Ativa,"CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE LIMPEZA E CONSERVAÇÃO, ALMOXARIFE E TRATADOR DE CÃES, A SEREM EXECUTADOS COM REGIME"
maxlab.financeiro@hotmail.com,LEADERSHIP PRODUTOS PARA SAUDE E PESQUISAS LTDA,LEADERSHIP PRODUTOS PARA SAUDE E PESQUISAS,51885451000194,GO,Goiânia,Ativa,AQUISIÇÃO DE EQUIPAMENTOS PARA ATIVIDADES ACADÊMICAS E LABORATORIAIS -  ARP 54/2024 UASG 158153 IFG (CONDUÇÃO CÂMPUS GOI
tiagobottos@gmail.com,MATISE LTDA,SHB NEGOCIOS,47722480000168,SC,Blumenau,Ativa,AQUISIÇÃO DE MATERIAL PARA ATIVIDADES ACADÊMICAS E LABOATORIAIS - ARP 54/2024 UASG 158153 IFG (CONDUÇÃO CÂMPUS GOIÂNIA) 
adrianobaz123@gmail.com,62.647.143 JOSE ADRIANO DANTAS BAZILIO,,62647143000147,RN,Currais Novos,Ativa,"CONTRATAÇÃO DA EMPRESA DE MÃO DE OBRA DE PEDREIRO (62.647.143 - JOSE ADRIANO DANTAS BAZILIO) , CNPJ Nº 62.647.143/0001-4"
g2medicamentos@gmail.com,G2 COMERCIO DE MEDICAMENTOS LTDA,,47647493000110,PR,Francisco Beltrão,Ativa,"Aquisição de medicamento e material, destinado a atender as necessidades da Farmácia Básica e da Secretaria da Saúde de "
compras@ortomedic.med.br,ORTOIMPLANTES COMERCIO E IMPORTACAO DE PRODUTOS HOSPITALARES LTDA,ORTO IMPLANTES,05818520000120,SC,Joinville,Ativa,"Aquisição de Órteses, Próteses e Materiais Especiais, em regime de consignação na especialidade de Traumato Ortopedia, p"
licitacao@impactoade.com.br,IMPACTO ADMINISTRACAO E EFICIENCIA LTDA,IMPACTO ADMINISTRACAO E EFICIENCIA,60173263000124,ES,Serra,Ativa,"A presente licitação tem por objetivo à aquisição de materiais e equipamentos destinados às atividades de Pilates, ativi"
financeiro.01@sjsdobrasil.com.br,SJS EQUIPAMENTOS LTDA,SJS EQUIPAMENTOS,48462984000159,SC,Joinville,Ativa,"A presente licitação tem por objetivo à aquisição de materiais e equipamentos destinados às atividades de Pilates, ativi"
artedanio2022@gmail.com,VIEIRA DISTRIBUIDORA LTDA,,57467683000109,SC,Orleans,Ativa,"A presente licitação tem por objetivo à aquisição de materiais e equipamentos destinados às atividades de Pilates, ativi"
ynemed.saude@gmail.com,YNEMED PRODUTOS MEDICOS E HOSPITALARES LTDA,YNEMED PRODUTOS MEDICOS E HOSPITALARES,51740794000160,PR,Arapongas,Ativa,"A presente licitação tem por objetivo à aquisição de materiais e equipamentos destinados às atividades de Pilates, ativi"
eletrimaxmanutencaoeltrica@gmail.com,LEDA MANUTENCAO ELETRICA LTDA,ELETRIMAX,26732395000100,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
jpperformancepneus@gmail.com,PAULO ROBERTO FEIJO,JP PERFORMANCE PNEUS,39903944000104,SP,Leme,Ativa,AQUISICAO DE PNEUS PARA USO EM VEICULOS PERTENCENTE A SECRETARIA DE SEGURANCA E TRANSITO   GUARDA CIVIL   SSQ 2C33    SS
llarcondicionadoagro@outlook.com,LIMA COMERCIO E PRESTACAO DE SERVICOS EM AR CONDICIONADO PARA AGRO LTDA,LLM AR CONDICIONADO AGRO,48554046000189,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
pediahabilitar@gmail.com,HELLEN B M SANTANA MAGALHAES,PEDIAHABILITAR,58995005000181,MG,Reduto,Ativa,CREDENCIAMENTO DE PESSOAS JURIDICAS PRESTADORAS DE SERVICOS DE ASSISTENCIA A SAUDE DE FORMA COMPLEMENTAR AO SISTEMA UNIC
rolamar@rolamar.com.br,M. F. GARCIA COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA,ROLAMAR AUTO PECAS,00392776000102,SP,Lençóis Paulista,Ativa,AQUISICAO DE ACESSORIOS P/ VEICULOS 
contabilidade2@tecno2000.com.br,TECNO2000 INDUSTRIA E COMERCIO LTDA,,21306287000152,MG,Formiga,Ativa,EMPENHO PARA ATENDER AO MEMORANDO N.º 162/2025 - DAM-RAU. LICITAÇÃO N.º 93001/2024. POCM: 03RAUPET. PAT: 03RAU-3.2.1/25 
zuttel@zuttel.com.br,ZUTTEL FIBRA LTDA,ZUTTEL FIBRA,29113956000181,SC,Jaraguá do Sul,Ativa,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS EM CONECTIVIDADE VIRTUAL, INCLUINDO TERMINAIS FÍSICOS E VI"
administrativo@maqferpecas.com.br,"MAQFER COMERCIO DE PECAS, ACESSORIOS E FERRAMENTAS LTDA",MAQFER PECAS ACESSORIOS E FERRAMENTAS,41888052000123,SP,Lençóis Paulista,Ativa,AQUISICAO DE ACESSORIOS P/ VEICULOS 
multilisavariedades@gmail.com,MULTILISA COMERCIO DE VARIEDADES LTDA,MULTILISA COMERCIO DE VARIEDADES,57069019000101,PR,Andirá,Ativa,Aquisicao fracionada de kit s de material escolar  para atender a demanda das unidades escolares  no ano letivo de 2026 
sutupar@sutupar.com.br,IMPORT SERVICE MATERIAL MEDICO HOSPITALAR LTDA,,01122234000174,PR,Londrina,Ativa,Aquisição de Materiais de Enfermagem (Sondas e Coletores) utilizados no atendimento dos pacientes no Hospital São José d
contabilidadeglobo.juridico@gmail.com,ALJ SERVICE CAR LTDA,ALJ SERVICE CAR,41955312000136,MG,Montes Claros,Ativa,CONTRATACAO DE EMPRESA PARA SERVICOS DE TROCA DE OLEO E FILTROS  ALINHAMENTO E BALANCEAMENTO E HIGIENIZACAO DO SISTEMA D
contabilidadess_mg@hotmail.com,A 3 CONSTRUTORA E LOTEADORA LTDA,A 3 FLORESTAL AGROPECUARIA,27732048000140,MG,Alfenas,Ativa,"REGISTRO DE PREÇOS, PARA FUTURA E EVENTUAL EXECUÇÃO INDIRETA DE SERVIÇOS DE CAMINHÕES, POR HORA TÉCNICA COM FORNECIMENTO"
bueno@netstyle.com.br,LUIZ CESAR BUENO,CARIMBOS E FOLHINHAS LENCOIS,67967190000191,SP,Lençóis Paulista,Ativa,SERVICOS DE CONFECCAO DE CARIMBOS 
alesonricardop@gmail.com,18.108.442 ALESON RICARDO PAUWELS,,18108442000111,TO,Porto Nacional,Ativa,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA A PREVENTIVA DE AR CONDICIONADOS , GELADEIRAS "
danilohenriquebatista3@gmail.com,47.042.520 DANILO HENRIQUE BAPTISTA,,47042520000120,SP,Monte Alto,Ativa,"Contratação de empresa especializada para prestação de serviços continuados de borracharia, para conserto de pneus de ve"
reggirossinni@hotmail.com,MANUTRUCKS CENTER AUTOMOTIVA LTDA,VR MANUTENCAO,41390179000118,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
rickjoner@gmail.com,JONER AUTO VIDROS E AR CONDICIONADO LTDA,,53085705000115,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
fiscal.gyn@gruposaga.com.br,TUDO COMERCIO DE VEICULOS LTDA,TUDO,14234954000173,GO,Goiânia,Ativa,AQUISIÇÃO DE VEÍCULO AUTOMOTOR TIPO SUV/MINIVAN PARA O FUNDO MUNICIPAL DE SAÚDE
elitelicitacao2025@gmail.com,ELITE COMERCIO DE MAQUINAS E VEICULOS LTDA,ELITE COMERCIO DE MAQUINAS E VEICULOS,59248333000187,SP,São Paulo,Ativa,"AQUISIÇÃO DE 01 (UM) VEÍCULO AUTOMOTOR NOVO, TIPO CAMIONETE PICKUP, CABINE DUPLA, TRAÇÃO 4X4, CONFORME AS CONDIÇÕES, QUA"
macallesachamanograu@gmail.com,61.043.615 ANTONIEL JERONIMO BORGES,,61043615000190,RN,Currais Novos,Ativa,"Contratação da empresa 61.043.615 Antoniel Jeronimo Borges, CNPJ nº 61.043.615/0001-90, credenciada na Chamada Pública n"
intimacoes@cusa.canon.com,CANON DO BRASIL INDUSTRIA E COMERCIO LTDA.,,46266771000126,SP,São Paulo,Ativa,"Aquisição de scanner
pl: 228/2024
rp: 128/2025
Propag
SEI: 1510.01.0054216/2026-61"
regulariza2@irahacontabilidade.com.br,SRV GAS COMERCIO DE PECAS E SERVICOS LTDA,SERVICE GAS INSTALACOES PROFISSIONAIS,36200119000155,SP,São Paulo,Ativa,"DESPESA COM AQUISIÇÃO DE CENTRAL DE GÁS PARA A NOVA COZINHA DA ESCOLA MUNICIPAL MILTON CAMILO DE FARIA, NO MUNICÍPIO DE "
exatauruacu@uol.com.br,A C BORGES COMUNICACAO E MARKETING LTDA,REAL PRINT,39290803000163,GO,Uruaçu,Ativa,VALOR Q/SE EMPENHA PRESTAÇÃO DE SERVIÇOS DE CONFECÇÕES DE MATERIAIS GRÁFICOS E COMUNICAÇÃO VISUAL PARA ATENDER O MUNICÍP
coliseupecas@gmail.com,COLISEU PECAS PARA CAMINHOES E CARRETAS LTDA,COLISEU PECAS PARA CAMINHOES E CARRETAS,48210745000101,SP,Lençóis Paulista,Ativa,AQUISICAO DE ACESSORIOS P/ VEICULOS 
wljsupplies@gmail.com,W L J SUPPLIES DISTRIBUICAO LTDA,WLJ SUPPLIES DISTRIBUICAO,23317564000158,GO,São Francisco de Goiás,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM A AQUISIÇÃO DE MATERIAIS DE COPA, COZINHA E LIMPEZA PARA ATENDER ÀS NECES"
ld.cartao.cnpj@equatorialenergia.com.br,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL ENERGIA GOIAS,01543032000104,GO,Goiânia,Ativa,VALOR QUE SE EMPENHA PARA PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE ENERGIA ELÉTRICA REFERENTE AOS MESES 01/2026 A 12/202
r-sct@saneago.com.br,SANEAMENTO DE GOIAS S/A,SANEAGO,01616929000102,GO,Goiânia,Ativa,VALOR QUE SE EMPENHA P/ CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ABASTECIMENTO DE ÁGUA E TRATAMENTO DE ESGOT
empresa.quatro.p@gmail.com,QUATRO P COMERCIO E DISTRIBUICAO LTDA,QUATRO P COMERCIO E DISTRIBUICAO,40911552000176,DF,Brasília,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM AQUISIÇÃO DE ÁGUA MINERAL 500ML, DESTINADOS A SECRETARIA MUN CULTURA E TU"
maxxycont@outlook.com,FABIANA M. V. PSICOLOGIA LTDA,,49482937000130,SP,Botucatu,Ativa,Pedido gerado a partir do resultado da Licitação: 005745/26 - Ano Mod.: 2026 - Modalidade: DISPENSA ELETRÔNICA (PORTAL D
fernandalui@luitex.com.br,LUITEX MAQUINAS E FERRAMENTAS LTDA,,51051811000403,SP,Mogi Guaçu,Ativa,Aquisição de ferramentas destinadas para o uso nas atividades do Departamento de Limpeza Pública da Secretaria de Serviç
financeiro@mdconnect.com.br,FAZZY TELECOM LTDA,FAZZY TELECOM,08426804000169,ES,Vargem Alta,Ativa,AQUISICAO DE SERVICOS PARA INTERLIGACAO POR MEIO DE SISTEMA DE FIBRA OTICA ENTRE OS PREDIOS SEDES DA CAMARA MUNICIPAL DE
conceito.comercio@hotmail.com,CONCEITO COMERCIO E SERVICO LTDA,CONCEITO COMERCIO E SERVICO,54830582000162,SE,Lagarto,Ativa,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE USO COMUM (EXPEDIENTE E APOIO PARTE III).
luminart@luminartiluminacao.com.br,MARCELO LUIZ CLEMENTE BRANDAO,LUMINART,07820223000144,MG,Vespasiano,Ativa,Contratação de serviço de instalação das poltronas do auditório do Colégio Tiradentes da Polícia Militar Unidade  Patos 
tecnodatacontabil@gmail.com,CHURRASCARIA & RESTAURANTE BAKANA'S LTDA,CHURRASCARIA & RESTAURANTE BAKANA'S,20354405000135,GO,Buriti Alegre,Ativa,"FORNECIMENTO DE REFEIÇÃO TIPO ALMOÇO, PARA A EQUIPE DE APOIO OPERACIONAL DA PATROLA, QUE ESTARÁ EM OPERAÇÃO FAZENDO MANU"
willianmalaquias36@gmail.com,WILLIAN APARECIDO DUTRA MALAQUIAS 26855317855,,44523064000142,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
alessandravieiraleite16@gmail.com,COMERCIAL HORTIFRUTI VIEIRA LTDA,HORTIFRUTI PAULINHO,41059061000101,GO,Goiânia,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ALIMENTAÇÃO DOS ALUNOS DAS ESCOL
prime.fornecimento@gmail.com,PRIME DISTRIBUICAO LTDA,PRIME,45071356000154,GO,Aparecida de Goiânia,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ALIMENTAÇÃO DOS ALUNOS DAS ESCOL
exatauruacu@uol.com.br,COMERCIAL DE ALIMENTOS ATACAREJO URUACU LTDA,ATACAREJO UNIAO,28562463000166,GO,Uruaçu,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ALIMENTAÇÃO DOS ALUNOS DAS ESCOL
peritaanalauragoncalves@gmail.com,ANA LAURA GONCALVES DE SOUSA  LTDA,AL ASSESSORIA,57338356000157,GO,Uruaçu,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DESTINADOS AOS ALUNOS DAS ESCOLAS E CME"
vertente@vertentedistribuicao.com,VERTENTE DISTRIBUICAO E SERVICOS LTDA,VERTENTE DISTRIBUICAO E SERVICOS,28209943000148,GO,Trindade,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DESTINADOS AOS ALUNOS DAS ESCOLAS E CME"
entrepontoenxovais@gmail.com,ENTREPONTO ENXOVAIS LTDA,ENTREPONTO ENXOVAIS,28803868000149,GO,Goiânia,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM MATERIAS DE COPA, COZINHA E LIMPEZA DESTINADOS AOS CMEIs DO MUNICÍPIO DE U"
agxlicitacao@gmail.com,CENTRO OESTE DISTRIBUIDORA E CONSTRUTORA LTDA,CENTRO OESTE DISTRIBUIDORA E CONSTRUTORA,29573676000156,GO,Luziânia,Ativa,"VALOR QUE SE EMPENHA P/ AQUISIÇÃO DE PANIFICADOS P/REUNIÃO DIA 27 JAN 2026 ÀS 13H30, NO AUDIT DA SEC MUN DE EDUC COM SEC"
financeiro.odg@hotmail.com,M TESTA ATACADO LTDA,INFINITI,43044418000103,PR,Cianorte,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM AQUISIÇÃO DE MATERIAIS DE COPA, COZINHA E LIMPEZA DESTINADOS AOS CMEIs DE "
atlanticosolucoesme@hotmail.com,ATLANTICO SOLUCOES E SERVICOS LTDA,ATLANTICO SOLUCOES E SERVICOS,54886990000136,GO,Aparecida de Goiânia,Ativa,"VALOR QUE SE AQUISIÇÃO DE MATERIAIS DE LIMPEZA, COPA E COZINHA DESTINADOS ÀS ESCOLAS MUNICIPAIS REFERENTE AO MÊS DE JANE"
semat@hotmail.com,"SEMATMIX COMERCIO, REPRESENTACOES E SERVICOS LTDA",SEMAT SERVICOS E MATERIAIS,19508565000102,GO,Aparecida de Goiânia,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE E MATERIAIS PEDAGÓGICOS DESTINADOS ÀS
laserfix21@gmail.com,LASER FIX LTDA,LASER FIX,43610928000109,GO,Goiânia,Ativa,"VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM AQUISIÇÃO DE ITENS E EQUIPAMENTOS ESPORTIVOS, DESTINADOS AOS CMEIs DO MUNI"
pontotechsoftware@gmail.com,PONTOTECH COMERCIO E DESENVOLVIMENTO DE SOFTWARE LTDA,PONTOTECH,50943973000132,PR,Marechal Cândido Rondon,Ativa,"VALOR QUE SE EMPENHA P/ATENDER DESPESA COM SERVIÇO DE LOCAÇÃO DE PONTO ELETRÔNICO, COM RECONHECIMTº FACIAL, INCLUSOS SOF"
diretoria.lbm@gmail.com,LBM INDUSTRIA E COMERCIO LTDA,LBM INDUSTRIA E COMERCIO,58686636000119,GO,Ouro Verde de Goiás,Ativa,"AQUISIÇÃO  DE MATERIAIS DE LIMPEZA, COPA E COZINHA DESTINADOS ÀS ESCOLAS MUNICIPAIS REFERENTE AO MES DE JANEIRO DE 2026 "
draft.enge@gmail.com,DRAFT ENGENHARIA LTDA,,47700104000172,RS,Erechim,Ativa,"Contratação emergencial de empresa para execução de reforma da cobertura do Centro Cultural 25 de Julho, em razão de res"
donieventos@yahoo.com.br,DCPS ORGANIZACAO DE FEIRAS E MONTAGEM DE ESTRUTURAS METALICAS LTDA,DCPS ORGANIZACAO DE EVENTOS,34867037000133,RS,Erechim,Ativa,"Contratação de empresa de locação de estruturas com montagem, manutenção e desmontagem para a Feira do Livro 2026, atrav"
inminas@inminasdistribuidora.com.br,INMINAS DISTRIBUIDORA DE MEDICAMENTOS LTDA,,53269359000125,MG,Varginha,Ativa,"PREGÃO  90004/2025 PAM Nº 68/2026/SCAM HFA (ID8805478)
AQUISIÇÃO DE MATERIAL FARMACOLÓGICO
APLICAÇÃO: SCAM HFA VINCULA"
jrescritorio@uol.com.br,ANDRE RICARDO DA SILVA PADILHA & CIA TACOGRAFOS LTDA,MARECHAL TACOGRAFO,05493434000194,SP,São Manuel,Ativa,DESPESAS COM PAGAMENTO DE TAXAS 
adm@alform.com.br,RODCON SERVICOS UNIPESSOAL LTDA,RODCON SERVICOS,43467841000116,AL,Maceió,Ativa,"contratação de empresa especializada na execução da implantação de uma escola - 9 salas de aula, padrão FNDE, situada no"
leandrohonorio.789@gmail.com,FENDA ENGENHARIA LTDA,,53350635000185,GO,Uruaçu,Ativa,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE UM TRANSFORMADOR TRIFÁSICO DE DISTRIBUIÇÃO E FORÇA DEVIDAMENTE I
goiaspaper@hotmail.com,GOIASPAPER DISTRIBUIDORA LTDA,GOIASPAPER DISTRIBUIDORA,13712784000122,GO,Goiânia,Ativa,VALOR Q/EMPENHA P/ATENDER DESPESAS COM  MATERIAIS DE EXPEDIENTE E MATERIAIS PEDAGÓGICOS PARA ATENDER AS NECESSIDADES DO 
monicasoaresm913@gmail.com,VITORIA COML. DE GAS LTDA,VITORIA GAS,26832429000139,GO,Uruaçu,Ativa,"VALOR Q EMPENHA P/ATENDER DESPESAS COM  GÁS LIQUEFEITO DE PETRÓLEO (GLP), ACONDICIONADO EM BOTIJÕES CEDIDOS EM REGIME DE"
d.paranagua@hotmail.com,PARANAGUA DISTRIBUIDORA LTDA.,PARANAGUA DISTRIBUIDORA,57707826000102,PR,Paranaguá,Ativa,VALOR QUE EMPENHA P/ATENDER DESPESAS COM  MATERIAIS DE EXPEDIENTE E MATERIAIS PEDAGÓGICOS PARA ATENDER AS NECESSIDADES D
licitacaorcc@hotmail.com,RC RAMOS COMERCIO LTDA,,07048323000102,GO,Catalão,Ativa,VALOR Q/EMPENHA P/ATENDER DESPESAS COM  MATERIAIS DE EXPEDIENTE E MATERIAIS PEDAGÓGICOS PARA ATENDER AS NECESSIDADES DO 
amigos@revistaamigosdanatureza.com.br,EDITORA AMIGOS DA NATUREZA LTDA,EDITORA AMIGOS DA NATUREZA,04096738000155,PR,Marechal Cândido Rondon,Ativa,VALOR QUE EMPENHA PARA ATENDER DESPESAS COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE CARTILHAS PARA EVE
contato.uru@grupow3a.com.br,36.131.195 VICTOR GONCALVES SILVA,,36131195000156,GO,Uruaçu,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM A AQUISIÇÃO DE REFEIÇÃO PRONTA TIPO SELF SERVICE PARA ATENDER ÀS NECESSID
se-go@correios.com.br,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,SUPERINTENDENCIA ESTADUAL GO,34028316001347,GO,Goiânia,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM AQUISIÇÃO DE PRODUTOS E SERVIÇOS POR MEIO DE PACOTE DE SERVIÇOS DOS CORRE
itaujudicial@itau-unibanco.com.br,ITAU UNIBANCO S.A.,ITAU UNIBANCO,60701190000104,SP,São Paulo,Ativa,"VALOR QUE EMPENHA PARA ATENDER DESPESAS COM CONTRATAÇÃO DE INSTITUIÇÃO FINANCEIRA PRIVADA, PARA PRESTAÇÃO DE SERVIÇOS BA"
zanata@tavaresetavares.com.br,TAVARES & TAVARES EMPREENDIMENTOS COMERCIAIS LTDA,,16561461000173,MG,Uberlândia,Ativa,"REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE SERVIÇOS DE EDIÇÃO GRÁFICA E IMPRESSÃO, VISANDO ATENDER ÀS NECESSIDADES DA SECRET"
financeiro@ferragenssaocarlos.com.br,FERRAGENS SAO CARLOS LTDA,,03426623000380,SP,Lençóis Paulista,Ativa,AQUISICAO DE MATERIAIS DIVERSOS 
rolupaccola@hotmail.com,LM FREIOS E MANUTENCAO LTDA,,35851456000140,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
guipeetrucci@hotmail.com,2H SHOWS LTDA,2H SHOWS,49378830000146,GO,Bela Vista de Goiás,Ativa,"CONTRATO DE PRESTAÇÃO DE SERVIÇOS NO SHOW MUSICAL DA DUPLA ""HEITOR E HENRIQUE"" NO DIA 18/04/2026 DURANTE A REALIZAÇÃO DA"
escritorio@rogete.com.br,GUTIERRES & SILVA MANUTENCAO ELETRICA LTDA,"GUTIERRES AUTO ELETRICA HIDRAULICA, USINAGEM E AR C",18220754000112,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUT.VEICULOS E MAQUINAS 
rr@rrconsultoriacontabil.com.br,VB COMERCIO LTDA,BRINKEDUK,44716156000149,MG,Visconde do Rio Branco,Ativa,"contratação de empresa especializada para realização de palestra técnica em
Neurologia Pediátrica no âmbito do II Simpó"
savguerra@gmail.com,CERVEJA ARMAZEM DAS BEBIDAS LTDA,PANIFICADORA GUERRA E CERVEJA,38481740000160,GO,Buriti Alegre,Ativa,"AQUISIÇÃO DE QUITANDAS E PANIFICADOS, PARA SERVIR COFFEE BREAK À EQUIPE DE APOIO OPERACIONAL DOS BOMBEIROS, TVG MULTI, P"
jslencois500@gmail.com.br,I. P. DA SILVA HIDRAULICA,HIDRANTE SPRINKLERS,26573152000177,SP,Lençóis Paulista,Ativa,SERVICOS DE MANUTENCAO PREDIAL CORRETIVA 
maycon.savio@hotmail.com,MAYCON SAVIO LOPES TAVARES EMPREENDIMENTOS,,29844309000140,GO,Buriti Alegre,Ativa,"LOCAÇÃO DE ESTRUTURAS, PARA UTILIZAÇÃO NO EVENTO 2ª ETAPA DO CIRCUITO GOIANO DE PESCA, QUE ACONTECERÁ NO DIA 11 DE ABRIL"
crbsilva@bol.com.br,UNICA COMERCIO E SERVICOS DE INFORMATICA LTDA,UNICA,03850027000161,SP,São Paulo,Ativa,AQUISICAO DE MATERIAL DE PROCESSAMENTO DE DADOS
arthur_embalagens@hotmail.com,ARTHUR EMBALAGENS LTDA,ARTHUR EMBALAGENS,07232706000128,SP,Lençóis Paulista,Ativa,AQUISICAO DE MATERIAIS DE LIMPEZA. 
nsapdistribuidora@hotmail.com,N S APARECIDA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS E TRANSPORTES LTDA,,35385417000102,RJ,Duque de Caxias,Ativa,O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS.
mlicitacoes.sp@gmail.com,M LICITACOES LTDA,,36289408000253,SP,São Paulo,Ativa,DL 10/2026 - DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO E MANUTENÇÃO PREDIAL DESTA UNIDADE PRISIONA
usuariossocietario@aguiabranca.com.br,SAVANA COMERCIO DE VEICULOS LTDA,SAVANA VEICULOS - MERCEDES,24706364000150,PR,São José dos Pinhais,Ativa,CAMINHÃO CAÇAMBA E CAMINHÃO CHASSI - LEI 14.133/2021 (RENOVADO)
adm@gruposociete.com.br,SOCIETE COMERCIO DE VEICULOS LTDA,SOCIETE VEICULOS,29987662000189,SP,Ribeirão Preto,Ativa,"AMBULÂNCIA TIPO B, NOVA, ZERO KM - LEI 14.133/2021"
nativa@nativa365.com.br,NATIVA 365 PROMOCOES E EVENTOS LTDA,NATIVA 365,01328401000138,CE,Fortaleza,Ativa,"Contratação de serviços de organização e realização de eventos, compreendendo o planejamento, a organização e a execução"
